Total Population,Female Population,Male Population,Birth Rate,Death Rate,Compulsory Education Dur.,Employment in Industry(%),Employment in Agriculture(%),Female Employment in Agriculture(%),Female Employment in Industry(%),Unemployment(%),GDP in USD,National Income per Capita,Net income from Abroad,Agriculture value added(in USD),Electric Power Consumption(kWH per capita),Renewable Energy Consumption (%),Fossil Fuel Consumption (%),Year,Country
66460344.0,33652378.0,32807966.0,11.0,9.2,11.0,18.1299991607666,1.07000005245209,0.620000004768372,7.44999980926514,4.0,2900791442554.06,0.540200262686483,-40729386188.7874,16726663741.73,4908.4455533837,11.0450000762939,91.71115685034361,2018,Great Britain
66058859.0,33464674.0,32594185.0,11.4,9.2,11.0,18.2600002288818,1.1599999666214,0.649999976158142,7.67000007629395,4.32999992370605,2699016715111.39,2.07898345883197,-35002456962.1073,16015390463.524,4908.4455533837,9.72060012817383,91.71115685034361,2017,Great Britain
65611593.0,33254646.0,32356947.0,11.8,9.1,11.0,18.4699993133545,1.12999999523163,0.629999995231628,7.6100001335144,4.80999994277954,2722851958486.23,1.345881366865,-68236090105.4016,15434064387.0918,4908.4455533837,8.680100440979,91.71115685034361,2016,Great Britain
65116219.0,33021393.0,32094826.0,11.9,9.2,11.0,18.6599998474121,1.13999998569489,0.649999976158142,7.67000007629395,5.30000019073486,2956573778737.76,2.19721212615302,-70503886262.1718,18758054856.699,4908.4455533837,8.58769989013672,80.3517712672552,2015,Great Britain
64602298.0,32780144.0,31822154.0,12.0,8.8,11.0,18.9699993133545,1.25999999046326,0.709999978542328,7.94000005722046,6.1100001335144,3087165602962.86,3.22756349660011,-63929744876.1423,23046432789.4381,5130.39025330028,7.36040019989014,82.7165784999401,2014,Great Britain
64128273.0,32560344.0,31567929.0,12.1,9.0,11.0,18.8700008392334,1.05999994277954,0.600000023841858,7.67999982833862,7.51999998092651,2803291406029.93,0.996190040623063,-56833266379.5444,17871978358.6662,5409.62642171886,6.01760005950928,83.5597408024201,2013,Great Britain
63700215.0,32364469.0,31335746.0,12.8,8.9,11.0,19.0699996948242,1.19000005722046,0.689999997615814,7.65000009536743,7.88000011444092,2719158341005.79,-0.537630639617845,-28043731843.7369,17332046740.8033,5449.25947267211,4.76910018920898,85.1398122284243,2012,Great Britain
63258810.0,32161519.0,31097291.0,12.8,8.7,11.0,19.1800003051758,1.22000002861023,0.660000026226044,7.51000022888184,8.03999996185303,2674891473843.81,0.32665904481523,9275150204.09103,18462179271.332,5471.93347456267,4.43569993972778,85.5631857323452,2011,Great Britain
62766365.0,31931743.0,30834622.0,12.9,8.9,11.0,19.2099990844727,1.22000002861023,0.610000014305115,7.42999982833862,7.78999996185303,2491110093454.18,2.8942834420945,1027535882.53718,15000478718.3022,5700.85586444268,3.66650009155273,88.1681056757852,2010,Great Britain
62276270.0,31701785.0,30574485.0,12.7,9.0,11.0,19.6100006103516,1.11000001430511,0.550000011920929,7.69000005722046,7.53999996185303,2425798410967.44,-4.61452733468415,-18873656332.7621,16515033494.3138,5643.1285945674,3.37779998779297,87.3677353696343,2009,Great Britain
